,sub,node,distance,delta_dim
1,sub-201,57,81.32416241056528,-0.016505371512611555
1,sub-201,58,86.5032389315568,-0.006018747335158725
1,sub-201,59,91.19126707854213,0.005578650872784419
1,sub-201,60,91.85143854017748,0.0032189399207944724
1,sub-201,61,79.12278283484473,-0.09005898043103633
1,sub-201,62,86.4029011092799,-0.001265794256631203
1,sub-201,63,86.38194406923245,0.022275833018365665
1,sub-201,64,110.54292148292446,0.04675033418257635
1,sub-201,65,121.22788770056172,0.059745773166640426
1,sub-201,66,122.31323972493739,0.019739223066456812
1,sub-201,67,115.30122216711322,0.03781887749065538
1,sub-201,68,104.34924436899388,0.07033267126203757
1,sub-201,69,100.34655084864652,0.02920753383406094
1,sub-201,70,57.0813632129612,0.02248639261153018
1,sub-201,71,48.17594842418777,-0.010057409778717386
1,sub-201,72,71.02359594170096,0.033023255050183664
1,sub-201,73,97.66613150621868,0.034243460666815606
1,sub-201,74,92.98129740727435,0.04236928889082936
1,sub-201,75,93.54709984275301,0.04639445048396307
1,sub-201,76,85.1513616495943,0.0073981890588554755
1,sub-201,77,84.00828632759985,0.052304046503441004
1,sub-201,78,76.36511061112921,0.08663149295264527
1,sub-201,79,76.95209076886735,0.00882343291277543
1,sub-201,80,87.42375002555083,0.05724737201434382
1,sub-201,81,82.72773559804475,-0.055780652641206796
1,sub-201,82,94.34925739882642,-0.008688888800681305
1,sub-201,83,93.12588729295416,0.1308943587333622
1,sub-201,84,108.95020024667234,-0.0014458692447698596
1,sub-201,85,120.96108493482524,0.05045806264263364
1,sub-201,86,106.98887646559338,0.042365468515210836
1,sub-201,87,101.89368085725435,0.04468808907550992
1,sub-201,88,117.85283461313098,0.009977421365202854
1,sub-201,89,91.81139294259728,0.04125764761338946
1,sub-201,90,115.49288639660888,0.07774666242868333
1,sub-201,91,101.06687632929001,0.06637874518118236
1,sub-201,92,109.29769433789535,0.03153923076157206
1,sub-201,93,104.84222110929356,0.07882318744318217
1,sub-201,94,101.68922811178184,0.06426790851940112
1,sub-201,95,39.561692895653486,0.030272408904805204
1,sub-201,96,42.74268457607687,0.04515515737114706
1,sub-201,97,53.95745561569782,0.10084549608599414
1,sub-201,98,54.77534025964603,0.10094987220176987
1,sub-201,99,56.11248872087212,0.04074269052936175
1,sub-201,100,29.64587656403502,-0.16615959095917954
1,sub-201,101,20.385769165032766,-0.1743795529910781
1,sub-201,102,19.171280008648342,-0.05137691834997504
1,sub-201,103,17.181468908390794,-0.07188239269041019
1,sub-201,104,31.15895309120638,-0.08645449385875481
1,sub-201,105,42.12544714457046,-0.1013647245206184
1,sub-201,106,10.354950922626344,-0.05835192034325698
1,sub-201,107,41.736591303195794,-0.14059882449604522
1,sub-201,108,30.06292369214942,-0.11979839850652696
1,sub-201,109,13.723779822629028,-0.11129923514773399
1,sub-201,110,35.4349872026222,0.0347505369575809
1,sub-201,111,45.75334147414809,-0.09321219032306849
1,sub-201,112,38.39529433302991,-0.08201880476582502
1,sub-201,113,54.415786119930296,-0.020284337794280072
1,sub-201,114,42.57451971038545,-0.03258382641259061
1,sub-201,115,47.25161078989796,0.042929096433953706
1,sub-201,116,49.86062329945346,0.06371800785053972
1,sub-201,117,44.88081801627507,0.018540453714320337
1,sub-201,118,38.68368793638994,0.017133278905389515
1,sub-201,119,64.41900066913487,-0.015931938163699533
1,sub-201,120,54.87177513312287,0.02846146056431964
1,sub-201,121,66.79133285427085,0.015598875071617169
1,sub-201,122,59.80987153204729,-0.035324151922680125
1,sub-201,123,68.21355598786798,-0.0833114352207398
1,sub-201,124,69.83069823630579,0.021593923304003004
1,sub-201,125,70.84143373909086,-0.01460933470024095
1,sub-201,126,68.69012554377814,-0.032073768246555945
1,sub-201,127,68.45744016810735,0.1018357520334987
1,sub-201,128,75.42023382362324,-0.018549418997056533
1,sub-201,129,70.97398795453162,0.0008829969705077545
1,sub-201,130,82.85161040179003,0.04943836916542432
1,sub-201,131,74.90246793330644,0.09385083191104981
1,sub-201,132,78.3413062133253,0.035841840154712035
1,sub-201,133,76.72519592708774,0.10084651782032839
1,sub-201,134,28.415413537198436,0.04463530792693282
1,sub-201,135,31.05581724009207,-0.011288558941439542
1,sub-201,136,62.682884144876425,-0.006847701439431253
1,sub-201,137,58.59155121696302,-0.000576805514621137
1,sub-201,138,56.522577006803225,-0.03847733890517735
1,sub-201,139,60.9618102064727,0.02649774023679674
1,sub-201,140,55.33040814281059,0.0527400512432834
1,sub-201,141,62.26188181712788,0.07677281082248921
1,sub-201,142,66.7533051739762,0.05486161433201975
1,sub-201,143,74.05828871537608,0.10856847080612342
1,sub-201,144,74.19216391870506,0.06147208872160892
1,sub-201,145,85.10934308394116,0.13437114930482164
1,sub-201,146,72.20262961866418,0.053331997327423775
1,sub-201,147,35.57441627925889,-0.004563962532001309
1,sub-201,148,43.26449662714222,0.0711292548374125
1,sub-201,149,54.04794951975515,0.053189144651482057
1,sub-201,150,75.66712430785249,0.08236458027498772
1,sub-201,151,61.280725509004874,-0.09589369351512067
1,sub-201,152,53.56164708679152,-0.00150695912051102
1,sub-201,153,77.07951938887528,0.024514350996381884
1,sub-201,154,62.24261727827648,0.045844223787241845
1,sub-201,155,77.42823467598885,0.11609742699960224
1,sub-201,156,54.85450174798783,0.036052760240412596
1,sub-201,157,89.98515812038117,0.03950056433081173
1,sub-201,158,93.48925774756158,0.02272136736228192
1,sub-201,159,76.05910106450116,0.0024408750156295067
1,sub-201,160,116.99446696433982,0.04311653298763529
1,sub-201,161,69.51864138517094,-0.2941006563238111
1,sub-201,162,55.400861712251384,-0.21829818367637932
1,sub-201,163,49.15191293490011,-0.4593251447434914
1,sub-201,164,57.354929773472826,0.048207058649528456
1,sub-201,165,59.89199795273154,-0.10103491806041354
1,sub-201,166,53.505454651838996,0.03090084409342908
1,sub-201,167,40.425558142838305,-0.04031411389043882
1,sub-201,168,74.01977446304468,-0.03414753934124293
1,sub-201,169,99.37460417823058,0.1042281359401036
1,sub-201,170,110.79713623379442,0.0799940310175673
1,sub-201,171,99.88748139722014,0.03742749452242289
1,sub-201,172,83.20739449844588,0.027181097283366373
1,sub-201,173,104.94758391358995,0.01302608287506768
1,sub-201,174,95.67807920537494,-0.04236067807858834
1,sub-201,175,86.39072629918098,-0.04490057697594185
1,sub-201,176,44.737912304107354,0.056068666178409554
1,sub-201,177,47.50875441389725,-0.08188954089624279
1,sub-201,178,67.73310501697085,-0.04036381854623583
1,sub-201,179,89.80493115341719,0.05618077686250844
1,sub-201,180,98.4543719558964,0.09521182941110595
1,sub-201,181,42.475081655483606,0.029984606705255157
1,sub-201,182,43.82825543242623,0.014557915282537248
1,sub-201,183,54.92577594590721,-0.061696925639106226
1,sub-201,184,73.53631597700556,-0.08284536331977899
1,sub-201,185,56.16217446190987,-0.031299167603652256
1,sub-201,186,55.408427864811344,0.030798406450679883
1,sub-201,187,45.65780097562739,-0.02282807269377951
1,sub-201,188,35.13163073712919,-0.03618226278468217
1,sub-201,189,84.39570594088305,0.07461337827110848
1,sub-201,190,91.2523364069655,0.0703277623582379
1,sub-201,191,95.72034760164634,0.04866081260878352
1,sub-201,192,85.01949155299626,0.023461443543620675
1,sub-201,193,112.92673821314419,0.01252802975624201
1,sub-201,194,109.31173744575649,0.08720231618625762
1,sub-201,195,94.26903260779757,0.046785596310279676
1,sub-201,196,94.99163621319512,0.15365201467909584
1,sub-201,197,22.041243457663636,-0.023775006663590226
1,sub-201,198,38.61089867718699,0.04876974804641998
1,sub-201,199,51.39109461852316,0.0582031509700629
2,sub-202,0,56.26699600511831,0.028570199983933176
2,sub-202,1,80.14958228169377,-0.024833671925940992
2,sub-202,2,74.96405725979616,-0.026800956476918714
2,sub-202,3,68.94367853378581,-0.01924547327812176
2,sub-202,4,96.98776422028709,-0.0056524193903866315
2,sub-202,5,46.872298320863244,-0.09561650411553613
2,sub-202,6,94.36621203847275,-0.022899111381853743
2,sub-202,7,72.94941483692654,-0.029190325866348843
2,sub-202,8,95.61003359444028,0.0013489788261531466
2,sub-202,9,69.50336131562271,-0.08305260631280698
2,sub-202,10,84.97090081627945,-0.07335726672427989
2,sub-202,11,72.63214490251544,-0.14854743767406653
2,sub-202,12,88.41869401800732,-0.01651532421514612
2,sub-202,13,86.09834091827784,-0.009433088698542091
2,sub-202,14,32.542509701158565,0.0004060843314415141
2,sub-202,15,38.518690080660825,-0.10901650537685148
2,sub-202,16,24.58800909101832,-0.08421283744104446
2,sub-202,17,32.73688243388486,-0.0843493482939992
2,sub-202,18,37.628661970497966,-0.05370352854731886
2,sub-202,19,38.510359656591085,-0.13040163769912683
2,sub-202,20,41.88676551776229,-0.2637020997096067
2,sub-202,21,37.99640752821246,-0.013466672231520871
2,sub-202,22,57.1974817124845,-0.07595380153235731
2,sub-202,23,52.352715710362155,-0.09357705703594421
2,sub-202,24,67.10558385000462,-0.14488185360664718
2,sub-202,25,54.49918984260224,-0.2170106252550268
2,sub-202,26,65.39884056808653,-0.17282836117979183
2,sub-202,27,55.42238461939364,-0.16963865146924162
2,sub-202,28,62.28306780409905,-0.03424086567266782
2,sub-202,29,61.726147824807605,-0.17028158629771917
2,sub-202,30,60.81965395240258,-0.022215013109123438
2,sub-202,31,69.75615369621522,-0.010993627206096201
2,sub-202,32,73.00902737011361,-0.11913740709552378
2,sub-202,33,49.54195486706192,-0.052892952330996
2,sub-202,34,51.203153489311575,-0.10508466351491141
2,sub-202,35,59.07448891467449,-0.1601868245052156
2,sub-202,36,82.57722242295391,-0.060614836066597455
2,sub-202,37,74.68729537779502,-0.20582909356227197
2,sub-202,38,74.52534620154408,-0.030359745935406135
2,sub-202,39,75.33672020960296,-0.0980352240415634
2,sub-202,40,40.90897802500081,-0.1688042474188305
2,sub-202,41,48.555139160031246,-0.11505792282601357
2,sub-202,42,30.59477256411624,-0.16920469773235158
2,sub-202,43,51.58599904819137,-0.04437602096992621
2,sub-202,44,47.892633237795565,-0.04962125607115153
2,sub-202,45,57.83920541535819,-0.06878977427352173
2,sub-202,46,24.129050156398613,-0.22488005229020835
2,sub-202,47,26.00503928164693,-0.1286704047584235
2,sub-202,48,16.79930869797921,-0.1398987796101876
2,sub-202,49,30.621075241245215,0.012375288591164768
2,sub-202,50,48.18569567205604,-0.1674477187104244
2,sub-202,51,34.29804407892672,-0.058437616327295494
2,sub-202,52,48.53590720940529,-0.07247023037762257
2,sub-202,53,54.23668551921292,-0.02694075332887813
2,sub-202,54,40.68885596683691,0.019763668461217687
2,sub-202,55,51.856718556229524,0.025703576048126786
2,sub-202,56,52.72892834915195,-0.004652225149553768
2,sub-202,57,53.08712648326333,-0.01175665402810111
2,sub-202,58,49.01009928167866,0.027578581942305558
2,sub-202,59,39.22191272770873,-0.0009015351593120169
2,sub-202,60,66.72787629656739,-0.10092561742392081
2,sub-202,61,70.98455913281423,-0.1784448222959678
2,sub-202,62,56.901086257206025,-0.14849482136186576
2,sub-202,63,62.51217082080897,-0.020641091530600786
2,sub-202,64,52.39849398837718,0.005323627752087168
2,sub-202,65,57.704237937693975,-0.05521185403311635
2,sub-202,66,59.924993609678424,-0.11305638072819924
2,sub-202,67,46.0044051866775,-0.12056501632610206
2,sub-202,68,33.74567679466512,0.027705514589786873
2,sub-202,69,36.988513907563245,-0.19109990003972044
2,sub-202,70,76.6664039960138,0.03842207006930476
2,sub-202,71,35.289054136658294,-0.09215128513580417
2,sub-202,72,25.610130338988903,-0.12556111584044283
2,sub-202,73,52.805196666805436,0.05855247375714856
2,sub-202,74,55.05244991469499,-0.02260276676614703
2,sub-202,75,42.867032462954555,-0.00806882700191447
2,sub-202,76,48.94934437078804,-0.09689491135915729
2,sub-202,77,54.39199269239912,-0.11006390899933693
2,sub-202,78,62.03404833798935,-0.10241178497869696
2,sub-202,79,81.53187948189347,-0.12046725969380767
2,sub-202,80,64.56106313777677,-0.09572411099162648
2,sub-202,81,72.60062196517327,-0.14045119596168432
2,sub-202,82,36.631000080532885,-0.051948998955902326
2,sub-202,83,46.86119003023718,-0.04195366937884071
2,sub-202,84,45.23404425938499,-0.08981689003045923
2,sub-202,85,67.57141990708794,-0.05136918530147927
2,sub-202,86,38.0209533525923,-0.04133561755889614
2,sub-202,87,48.975201418370915,-0.0511931741955729
2,sub-202,88,61.95412119221772,-0.10314846938534483
2,sub-202,89,37.32277603327491,-0.07320293091700636
2,sub-202,90,58.4762744486172,-0.05163342974865692
2,sub-202,91,49.372330876007865,0.02976436711978092
2,sub-202,92,44.67836688208288,-0.1280789508085287
2,sub-202,93,44.26693765870867,-0.14749729573691028
2,sub-202,94,54.61781516080628,-0.022516407850023956
2,sub-202,95,55.64776306160023,-0.06819339404050995
2,sub-202,96,57.865339651297305,-0.12755192306568142
2,sub-202,97,40.89784322687444,-0.10394772833082921
2,sub-202,98,62.42497746006801,-0.08242483098604625
2,sub-202,99,43.58688163197729,0.05271817644248067
2,sub-202,100,78.45880072483902,-0.010850750229499662
2,sub-202,101,66.38313027268299,-0.06491246544238538
2,sub-202,102,88.10193017386167,-0.0011433448416888758
2,sub-202,103,73.87561441260573,-0.034119803417090866
2,sub-202,104,101.71420923927002,-0.01278268192788734
2,sub-202,105,98.47438493049856,-0.030304022191680602
2,sub-202,106,60.93202126878773,-0.13000427427922334
2,sub-202,107,107.43987648578157,-0.006442925029757518
2,sub-202,108,79.79570709637203,-0.014910742148191769
2,sub-202,109,73.060698034511,-0.11876970602779213
2,sub-202,110,101.5877800449444,0.005935858613608014
2,sub-202,111,98.42944964663778,0.032738337515784366
2,sub-202,112,80.61013948387634,-0.07784985576070769
2,sub-202,113,95.33756970376369,0.0044831060766621356
2,sub-202,114,93.20475230298078,-0.05707571455022764
2,sub-202,115,75.77307345205156,0.08554461531025948
2,sub-202,116,89.11035721631914,0.0035207794221236988
2,sub-202,117,61.860509464277776,-0.08494809510754853
2,sub-202,118,71.02278291118984,-0.0690004173949208
2,sub-202,119,81.24963901618271,0.00038871541327112347
2,sub-202,120,79.65784860118933,-0.034146052652224146
2,sub-202,121,81.78680685012712,-0.12089658468867648
2,sub-202,122,44.30738636401385,-0.09474155429967679
